monthDay,selectedDate,selectedAF,selectedStatus,comparisonDate,comparisonAF,comparisonStatus,baselineMeanAF,baselineCount
08-24,2025-08-24,2914860,reported,2021-08-24,1266356,reported,2807557.7333333334,30
08-25,2025-08-25,2905561,reported,2021-08-25,1259921,reported,2797876.7666666666,30
08-26,2025-08-26,2899362,reported,2021-08-26,1252361,reported,2787781.9,30
08-27,2025-08-27,2889645,reported,2021-08-27,1248854,reported,2778017.1,30
08-28,2025-08-28,2880394,reported,2021-08-28,1242967,reported,2797764.6896551726,29
08-29,2025-08-29,2870272,reported,2021-08-29,1237232,reported,2758549.7666666666,30
08-30,2025-08-30,2859756,reported,2021-08-30,1230515,reported,2749662.566666667,30
08-31,2025-08-31,2851869,reported,2021-08-31,1226673,reported,2740579.3333333335,30
09-01,2025-09-01,2845541,reported,2021-09-01,1220868,reported,2732077.9,30
09-02,2025-09-02,2839004,reported,2021-09-02,1214828,reported,2723304.466666667,30
09-03,2025-09-03,2825070,reported,2021-09-03,1208205,reported,2714990.566666667,30
09-04,2025-09-04,2822899,reported,2021-09-04,1201723,reported,2706838.8333333335,30
09-05,2025-09-05,2816168,reported,2021-09-05,1194782,reported,2698556.933333333,30
09-06,2025-09-06,2806832,reported,2021-09-06,1186057,reported,2690171.3333333335,30
09-07,2025-09-07,2800354,reported,2021-09-07,1179772,reported,2682321.7333333334,30
09-08,2025-09-08,2793011,reported,2021-09-08,1174490,reported,2674088.8666666667,30
09-09,2025-09-09,2786317,reported,2021-09-09,1169449,reported,2678581.8620689656,29
09-10,2025-09-10,2782874,reported,2021-09-10,1163566,reported,2657794.6333333333,30
09-11,2025-09-11,2776860,reported,2021-09-11,1159485,reported,2650498.4,30
09-12,2025-09-12,2772134,reported,2021-09-12,1154930,reported,2642623.966666667,30
09-13,2025-09-13,2765261,reported,2021-09-13,1152904,reported,2635117.8333333335,30
09-14,2025-09-14,2759057,reported,2021-09-14,1147898,reported,2628215.2,30
09-15,2025-09-15,2753717,reported,2021-09-15,1143137,reported,2621382.6666666665,30
09-16,2025-09-16,2749017,reported,2021-09-16,1138404,reported,2629055.206896552,29
09-17,2025-09-17,2744958,reported,2021-09-17,1134264,reported,2622324.827586207,29
09-18,2025-09-18,2738570,reported,2021-09-18,1127788,reported,2602194.3333333335,30
09-19,2025-09-19,2734108,reported,2021-09-19,1121445,reported,2595972.8,30
09-20,2025-09-20,2727733,reported,2021-09-20,1115724,reported,2589554.3666666667,30
09-21,2025-09-21,2721358,reported,2021-09-21,1111061,reported,2583259.966666667,30
09-22,2025-09-22,2717765,reported,2021-09-22,1108266,reported,2577371.3333333335,30
09-23,2025-09-23,2712693,reported,2021-09-23,1104678,reported,2571613.433333333,30
09-24,2025-09-24,2708868,reported,2021-09-24,1100396,reported,2565399.966666667,30
09-25,2025-09-25,2703246,reported,2021-09-25,1097387,reported,2559620.966666667,30
09-26,2025-09-26,2696755,reported,2021-09-26,1092331,reported,2554299.8,30
09-27,2025-09-27,2692677,reported,2021-09-27,1087966,reported,2549156.3666666667,30
09-28,2025-09-28,2686056,reported,2021-09-28,1081791,reported,2544220.3333333335,30
09-29,2025-09-29,2686100,estimated,2021-09-29,1076888,reported,2539040,30
09-30,2025-09-30,2678074,reported,2021-09-30,1074380,reported,2534418.8,30
