monthDay,selectedDate,selectedAF,selectedStatus,comparisonDate,comparisonAF,comparisonStatus,baselineMeanAF,baselineCount
08-31,1993-08-31,,missing,2025-08-31,1643481,reported,1463685.2592592593,27
09-01,1993-09-01,1800989,reported,2025-09-01,1641278,reported,1465607.6785714286,28
09-02,1993-09-02,1793913,reported,2025-09-02,1639078,reported,1437423.888888889,27
09-03,1993-09-03,,missing,2025-09-03,1635781,reported,1450899.3846153845,26
09-04,1993-09-04,,missing,2025-09-04,1631394,reported,1469644.5416666667,24
09-05,1993-09-05,1776320,reported,2025-09-05,1628109,reported,1461027.72,25
09-06,1993-09-06,1776319,reported,2025-09-06,1624829,reported,1475664.04,25
09-07,1993-09-07,,missing,2025-09-07,1621554,reported,1428706.423076923,26
09-08,1993-09-08,1765826,reported,2025-09-08,1618284,reported,1437138.6153846155,26
09-09,1993-09-09,1761177,reported,2025-09-09,1615020,reported,1428003.642857143,28
09-10,1993-09-10,,missing,2025-09-10,1611760,reported,1418404.3703703703,27
09-11,1993-09-11,,missing,2025-09-11,1609590,reported,1453379.0384615385,26
09-12,1993-09-12,1749595,reported,2025-09-12,1607422,reported,1443747.9285714286,28
09-13,1993-09-13,1744978,reported,2025-09-13,1604174,reported,1435027,28
09-14,1993-09-14,1740371,reported,2025-09-14,1602011,reported,1416403.148148148,27
09-15,1993-09-15,1735772,reported,2025-09-15,1598772,reported,1397520.7142857143,28
09-16,1993-09-16,1731183,reported,2025-09-16,1596615,reported,1410559.4285714286,28
09-17,1993-09-17,,missing,2025-09-17,1593384,reported,1412989.2857142857,28
09-18,1993-09-18,,missing,2025-09-18,1591233,reported,1418596.5185185184,27
09-19,1993-09-19,1715194,reported,2025-09-19,1589084,reported,1426934.7142857143,28
09-20,1993-09-20,1715193,reported,2025-09-20,1585864,reported,1419090.2857142857,28
09-21,1993-09-21,1711781,reported,2025-09-21,1583721,reported,1417031.6785714286,28
09-22,1993-09-22,1709509,reported,2025-09-22,1581579,reported,1372649.5555555555,27
09-23,1993-09-23,1707239,reported,2025-09-23,1578372,reported,1397325.3214285714,28
09-24,1993-09-24,,missing,2025-09-24,1576236,reported,1387989.4444444445,27
09-25,1993-09-25,,missing,2025-09-25,1574102,reported,1404299,27
09-26,1993-09-26,1700444,reported,2025-09-26,1571971,reported,1415117.357142857,28
09-27,1993-09-27,1698184,reported,2025-09-27,1570906,reported,1413886.44,25
09-28,1993-09-28,1694797,reported,2025-09-28,1568778,reported,1409319,25
09-29,1993-09-29,1692542,reported,2025-09-29,1567715,reported,1372382.0357142857,28
09-30,1993-09-30,1689164,reported,2025-09-30,1566653,reported,1365091.2307692308,26
