monthDay,selectedDate,selectedAF,selectedStatus,comparisonDate,comparisonAF,comparisonStatus,baselineMeanAF,baselineCount
08-26,2024-08-26,3060939,reported,2025-08-26,2899362,reported,2787781.9,30
08-27,2024-08-27,3049693,reported,2025-08-27,2889645,reported,2778017.1,30
08-28,2024-08-28,3038723,reported,2025-08-28,2880394,reported,2797764.6896551726,29
08-29,2024-08-29,3029581,reported,2025-08-29,2870272,reported,2758549.7666666666,30
08-30,2024-08-30,3019802,reported,2025-08-30,2859756,reported,2749662.566666667,30
08-31,2024-08-31,3007299,reported,2025-08-31,2851869,reported,2740579.3333333335,30
09-01,2024-09-01,2997795,reported,2025-09-01,2845541,reported,2732077.9,30
09-02,2024-09-02,2986488,reported,2025-09-02,2839004,reported,2723304.466666667,30
09-03,2024-09-03,2977023,reported,2025-09-03,2825070,reported,2714990.566666667,30
09-04,2024-09-04,2966674,reported,2025-09-04,2822899,reported,2706838.8333333335,30
09-05,2024-09-05,2958811,reported,2025-09-05,2816168,reported,2698556.933333333,30
09-06,2024-09-06,2948518,reported,2025-09-06,2806832,reported,2690171.3333333335,30
09-07,2024-09-07,2940238,reported,2025-09-07,2800354,reported,2682321.7333333334,30
09-08,2024-09-08,2931103,reported,2025-09-08,2793011,reported,2674088.8666666667,30
09-09,2024-09-09,2923311,reported,2025-09-09,2786317,reported,2678581.8620689656,29
09-10,2024-09-10,2915746,reported,2025-09-10,2782874,reported,2657794.6333333333,30
09-11,2024-09-11,2907554,reported,2025-09-11,2776860,reported,2650498.4,30
09-12,2024-09-12,2898919,reported,2025-09-12,2772134,reported,2642623.966666667,30
09-13,2024-09-13,2890526,reported,2025-09-13,2765261,reported,2635117.8333333335,30
09-14,2024-09-14,2882156,reported,2025-09-14,2759057,reported,2628215.2,30
09-15,2024-09-15,2875328,reported,2025-09-15,2753717,reported,2621382.6666666665,30
09-16,2024-09-16,2869615,reported,2025-09-16,2749017,reported,2629055.206896552,29
09-17,2024-09-17,2863261,reported,2025-09-17,2744958,reported,2622324.827586207,29
09-18,2024-09-18,2855593,reported,2025-09-18,2738570,reported,2602194.3333333335,30
09-19,2024-09-19,2847502,reported,2025-09-19,2734108,reported,2595972.8,30
09-20,2024-09-20,2841619,reported,2025-09-20,2727733,reported,2589554.3666666667,30
09-21,2024-09-21,2831595,reported,2025-09-21,2721358,reported,2583259.966666667,30
09-22,2024-09-22,2823550,reported,2025-09-22,2717765,reported,2577371.3333333335,30
09-23,2024-09-23,2819208,reported,2025-09-23,2712693,reported,2571613.433333333,30
09-24,2024-09-24,2812911,reported,2025-09-24,2708868,reported,2565399.966666667,30
09-25,2024-09-25,2805752,reported,2025-09-25,2703246,reported,2559620.966666667,30
09-26,2024-09-26,2799274,reported,2025-09-26,2696755,reported,2554299.8,30
09-27,2024-09-27,2793875,reported,2025-09-27,2692677,reported,2549156.3666666667,30
09-28,2024-09-28,2786101,reported,2025-09-28,2686056,reported,2544220.3333333335,30
09-29,2024-09-29,2777934,reported,2025-09-29,2686100,estimated,2539040,30
09-30,2024-09-30,2766120,reported,2025-09-30,2678074,reported,2534418.8,30
